generic_name,therapeutic_class,action_class,treatment_area,condition,source,confidence
parecoxib,PAIN ANALGESICS,NSAID,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
anti-psoriatic,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
anti-psoriatic,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
anti-psoriatic,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
anti-psoriatic,DERM,,Dermatology,Eczema,therapeutic_class,0.8
anti-psoriatic,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
sodium metabisulphite,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
sodium metabisulphite,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
liposomal dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Skin Infection,therapeutic_class,0.8
liposomal dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Dermatitis,therapeutic_class,0.8
liposomal dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Fungal Infection,therapeutic_class,0.8
liposomal dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Acne,therapeutic_class,0.8
liposomal dithranol,DERMA,Keratoplastic and keratolytic agent,Dermatology,Eczema,therapeutic_class,0.8
estradiol valerate,GYNAECOLOGICA,,Gynecology,Vaginal Infection,therapeutic_class,0.8
estradiol valerate,GYNAECOLOGICA,,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
semaglutide,ANTI DIABETIC,Insulin Secretogogues   GLP-1 agonist,Endocrine / Metabolic,Diabetes Mellitus,therapeutic_class,0.8
semaglutide,ANTI DIABETIC,Insulin Secretogogues   GLP-1 agonist,Endocrine / Metabolic,Type 2 Diabetes,therapeutic_class,0.8
semaglutide,ANTI DIABETIC,Insulin Secretogogues   GLP-1 agonist,Endocrine / Metabolic,Hyperglycemia,therapeutic_class,0.8
insulin degludec,ANTI DIABETIC,Insulin analogues- long actin,Endocrine / Metabolic,Diabetes Mellitus,therapeutic_class,0.8
insulin degludec,ANTI DIABETIC,Insulin analogues- long actin,Endocrine / Metabolic,Type 2 Diabetes,therapeutic_class,0.8
insulin degludec,ANTI DIABETIC,Insulin analogues- long actin,Endocrine / Metabolic,Hyperglycemia,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Depression,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
rasagiline,NEURO CNS,MAO-B Inhibitor,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
rabies human monoclonal antibody,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
rubella vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
butyl alcohol,BLOOD RELATE,,Hematology,Anemia,therapeutic_class,0.8
butyl alcohol,BLOOD RELATE,,Hematology,Iron Deficiency,therapeutic_class,0.8
rotavirus vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
methocarbamol,PAIN ANALGESICS,Skeletal muscle relaxant- Centrally actin,Pain Management,Pain,therapeutic_class,0.8
methocarbamol,PAIN ANALGESICS,Skeletal muscle relaxant- Centrally actin,Pain Management,Inflammation,therapeutic_class,0.8
methocarbamol,PAIN ANALGESICS,Skeletal muscle relaxant- Centrally actin,Pain Management,Arthritis,therapeutic_class,0.8
methocarbamol,PAIN ANALGESICS,Skeletal muscle relaxant- Centrally actin,Pain Management,Musculoskeletal Pain,therapeutic_class,0.8
abemaciclib,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
abemaciclib,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
abemaciclib,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
abemaciclib,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Hypertension,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Heart Disease,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Angina,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Arrhythmia,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Heart Failure,therapeutic_class,0.8
riociguat,CARDIAC,Soluble guanylate cyclase (sGC) stimulato,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
evolocumab,ANTI NEOPLASTICS,Monoclonal antibodie,Oncology,Cancer,therapeutic_class,0.8
evolocumab,ANTI NEOPLASTICS,Monoclonal antibodie,Oncology,Malignant Tumor,therapeutic_class,0.8
evolocumab,ANTI NEOPLASTICS,Monoclonal antibodie,Oncology,Leukemia,therapeutic_class,0.8
ripasudil,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
ripasudil,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
ripasudil,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Depression,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
ramelteon,NEURO CNS,Melatonin agonis,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Asthma,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,COPD,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Cough,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Common Cold,therapeutic_class,0.8
rupatadine,RESPIRATORY,H1 Antihistaminics (second Generation,Respiratory,Bronchitis,therapeutic_class,0.8
rifabutin,ANTI INFECTIVES,RNA polymerase inhibitors- Rifamycin,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
rifabutin,ANTI INFECTIVES,RNA polymerase inhibitors- Rifamycin,Infectious Disease,Infection,therapeutic_class,0.8
rifabutin,ANTI INFECTIVES,RNA polymerase inhibitors- Rifamycin,Infectious Disease,Sepsis,therapeutic_class,0.8
testosterone propionate,GYNAECOLOGICAL,Androgen,Gynecology,Gynecological Infection,therapeutic_class,0.8
testosterone propionate,GYNAECOLOGICAL,Androgen,Gynecology,Hormonal Irregularity,therapeutic_class,0.8
testosterone propionate,GYNAECOLOGICAL,Androgen,Gynecology,PCOS,therapeutic_class,0.8
testosterone propionate,GYNAECOLOGICAL,Androgen,Gynecology,Menstrual Disorder,therapeutic_class,0.8
retapamulin,DERMA,Anti staphylococcal-Topica,Dermatology,Skin Infection,therapeutic_class,0.8
retapamulin,DERMA,Anti staphylococcal-Topica,Dermatology,Dermatitis,therapeutic_class,0.8
retapamulin,DERMA,Anti staphylococcal-Topica,Dermatology,Fungal Infection,therapeutic_class,0.8
retapamulin,DERMA,Anti staphylococcal-Topica,Dermatology,Acne,therapeutic_class,0.8
retapamulin,DERMA,Anti staphylococcal-Topica,Dermatology,Eczema,therapeutic_class,0.8
rasburicase,BLOOD RELATED,Uricolytic agent- Chemotherap,Hematology,Anemia,therapeutic_class,0.8
rasburicase,BLOOD RELATED,Uricolytic agent- Chemotherap,Hematology,Thrombosis,therapeutic_class,0.8
rasburicase,BLOOD RELATED,Uricolytic agent- Chemotherap,Hematology,Blood Clotting Disorder,therapeutic_class,0.8
rasburicase,BLOOD RELATED,Uricolytic agent- Chemotherap,Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Hypertension,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Heart Disease,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Angina,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Arrhythmia,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Heart Failure,therapeutic_class,0.8
aliskiren,CARDIAC,Renin inhibitor,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
idoxuridine,OPHTHAL,Antiviral (Non-HIV) drug,Ophthalmology,Eye Infection,therapeutic_class,0.8
idoxuridine,OPHTHAL,Antiviral (Non-HIV) drug,Ophthalmology,Glaucoma,therapeutic_class,0.8
idoxuridine,OPHTHAL,Antiviral (Non-HIV) drug,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
idoxuridine,OPHTHAL,Antiviral (Non-HIV) drug,Ophthalmology,Dry Eye,therapeutic_class,0.8
pizotifen,VITAMINS MINERALS NUTRIENTS,Serotonin antagonist- Migraine preventio,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
pizotifen,VITAMINS MINERALS NUTRIENTS,Serotonin antagonist- Migraine preventio,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Depression,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
moclobemide,NEURO CNS,Mono-Amine Oxidase (MAO) inhibitor,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
interferon alpha 2a,ANTI NEOPLASTICS,Interferon,Oncology,Cancer,therapeutic_class,0.8
interferon alpha 2a,ANTI NEOPLASTICS,Interferon,Oncology,Malignant Tumor,therapeutic_class,0.8
interferon alpha 2a,ANTI NEOPLASTICS,Interferon,Oncology,Leukemia,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,Acid Reflux,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,GERD,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,Gastritis,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,Nausea,therapeutic_class,0.8
roxatidine,GASTRO INTESTINAL,H2 Receptor Blocke,Gastroenterology,Diarrhea,therapeutic_class,0.8
formoterol+fluticasone propionate,RESPIRATOR,,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
formoterol+fluticasone propionate,RESPIRATOR,,Respiratory,Cough,therapeutic_class,0.8
formoterol+fluticasone propionate,RESPIRATOR,,Respiratory,Common Cold,therapeutic_class,0.8
formoterol+fluticasone propionate,RESPIRATOR,,Respiratory,Nasal Congestion,therapeutic_class,0.8
formoterol+fluticasone propionate,RESPIRATOR,,Respiratory,Bronchitis,therapeutic_class,0.8
secukinumab,ANTI NEOPLASTIC,,Oncology,Cancer,therapeutic_class,0.8
secukinumab,ANTI NEOPLASTIC,,Oncology,Prostate Cancer,therapeutic_class,0.8
secukinumab,ANTI NEOPLASTIC,,Oncology,Breast Cancer,therapeutic_class,0.8
secukinumab,ANTI NEOPLASTIC,,Oncology,Malignant Tumor,therapeutic_class,0.8
framycetin,DERMA,Aminoglycoside,Dermatology,Skin Infection,therapeutic_class,0.8
framycetin,DERMA,Aminoglycoside,Dermatology,Dermatitis,therapeutic_class,0.8
framycetin,DERMA,Aminoglycoside,Dermatology,Fungal Infection,therapeutic_class,0.8
framycetin,DERMA,Aminoglycoside,Dermatology,Acne,therapeutic_class,0.8
framycetin,DERMA,Aminoglycoside,Dermatology,Eczema,therapeutic_class,0.8
satranidazole,GASTRO INTESTINA,,Gastroenterology,Acid Reflux,therapeutic_class,0.8
satranidazole,GASTRO INTESTINA,,Gastroenterology,GERD,therapeutic_class,0.8
satranidazole,GASTRO INTESTINA,,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
satranidazole,GASTRO INTESTINA,,Gastroenterology,Nausea,therapeutic_class,0.8
centbucridine,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
centbucridine,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
centbucridine,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
centbucridine,DERM,,Dermatology,Eczema,therapeutic_class,0.8
centbucridine,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
co-trimoxazole,ANTI INFECTIVES,Sulphonamide,Infectious Disease,Bacterial Infection,therapeutic_class,0.8
co-trimoxazole,ANTI INFECTIVES,Sulphonamide,Infectious Disease,Infection,therapeutic_class,0.8
co-trimoxazole,ANTI INFECTIVES,Sulphonamide,Infectious Disease,Sepsis,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Hypertension,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Heart Disease,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Angina,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Arrhythmia,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Heart Failure,therapeutic_class,0.8
sotalol,CARDIAC,Class III Agents- anti arrhythmi,Cardiovascular,Hyperlipidemia,therapeutic_class,0.8
vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
tafluprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Eye Infection,therapeutic_class,0.8
tafluprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Glaucoma,therapeutic_class,0.8
tafluprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
tafluprost,OPHTHAL,PG F2 Alpha analogu,Ophthalmology,Dry Eye,therapeutic_class,0.8
basiliximab,ANTI NEOPLASTICS,IL-2 Receptor anatgonis,Oncology,Cancer,therapeutic_class,0.8
basiliximab,ANTI NEOPLASTICS,IL-2 Receptor anatgonis,Oncology,Malignant Tumor,therapeutic_class,0.8
basiliximab,ANTI NEOPLASTICS,IL-2 Receptor anatgonis,Oncology,Leukemia,therapeutic_class,0.8
light mineral oil,OPHTHA,,Ophthalmology,Eye Infection,therapeutic_class,0.8
light mineral oil,OPHTHA,,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
light mineral oil,OPHTHA,,Ophthalmology,Dry Eye,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,Acid Reflux,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,GERD,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,Peptic Ulcer,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,Gastritis,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,Nausea,therapeutic_class,0.8
fenoverine,GASTRO INTESTINAL,Anticholinergic,Gastroenterology,Diarrhea,therapeutic_class,0.8
zinc,VITAMINS MINERALS NUTRIENTS,Mineral,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
zinc,VITAMINS MINERALS NUTRIENTS,Mineral,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
sodium citrate,OPHTHAL,Mucolytic,Ophthalmology,Eye Infection,therapeutic_class,0.8
sodium citrate,OPHTHAL,Mucolytic,Ophthalmology,Glaucoma,therapeutic_class,0.8
sodium citrate,OPHTHAL,Mucolytic,Ophthalmology,Conjunctivitis,therapeutic_class,0.8
sodium citrate,OPHTHAL,Mucolytic,Ophthalmology,Dry Eye,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Depression,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
tetracosactide,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
sugammadex,NEURO CN,,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
sugammadex,NEURO CN,,Neurology / Psychiatry,Depression,therapeutic_class,0.8
sugammadex,NEURO CN,,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
sugammadex,NEURO CN,,Neurology / Psychiatry,Vertigo,therapeutic_class,0.8
sugammadex,NEURO CN,,Neurology / Psychiatry,Neuropathy,therapeutic_class,0.8
selenium sulphide,DERMA,Antifungal Other,Dermatology,Skin Infection,therapeutic_class,0.8
selenium sulphide,DERMA,Antifungal Other,Dermatology,Dermatitis,therapeutic_class,0.8
selenium sulphide,DERMA,Antifungal Other,Dermatology,Fungal Infection,therapeutic_class,0.8
selenium sulphide,DERMA,Antifungal Other,Dermatology,Acne,therapeutic_class,0.8
selenium sulphide,DERMA,Antifungal Other,Dermatology,Eczema,therapeutic_class,0.8
stannous fluoride,STOMATOLOGICALS,Stomatological-Hypersensitivit,Dentistry,Oral Ulcer,therapeutic_class,0.8
stannous fluoride,STOMATOLOGICALS,Stomatological-Hypersensitivit,Dentistry,Mouth Infection,therapeutic_class,0.8
stannous fluoride,STOMATOLOGICALS,Stomatological-Hypersensitivit,Dentistry,Dental Pain,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Depression,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Seizure Disorder,therapeutic_class,0.8
trimipramine,NEURO CNS,Tricyclic antidepressant,Neurology / Psychiatry,Neuropathic Pain,therapeutic_class,0.8
xylitol,BLOOD RELATED,"Additives, preservative",Hematology,Anemia,therapeutic_class,0.8
xylitol,BLOOD RELATED,"Additives, preservative",Hematology,Thrombosis,therapeutic_class,0.8
xylitol,BLOOD RELATED,"Additives, preservative",Hematology,Blood Clotting Disorder,therapeutic_class,0.8
xylitol,BLOOD RELATED,"Additives, preservative",Hematology,Deep Vein Thrombosis,therapeutic_class,0.8
cholera vaccine,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
calcium orotate,VITAMINS MINERALS NUTRIENT,,Nutrition,Nutritional Deficiency,therapeutic_class,0.8
calcium orotate,VITAMINS MINERALS NUTRIENT,,Nutrition,Vitamin Deficiency,therapeutic_class,0.8
calcium orotate,VITAMINS MINERALS NUTRIENT,,Nutrition,Mineral Deficiency,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,Asthma,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,Allergic Rhinitis,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,COPD,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,Cough,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,Common Cold,therapeutic_class,0.8
colfosceril palmitate,RESPIRATORY,Pulmonary Surfactan,Respiratory,Bronchitis,therapeutic_class,0.8
yellow fever virus,VACCINE,,Preventive Medicine,Vaccination / Immunization,therapeutic_class,0.8
extractum cepae-cepalin,DERM,,Dermatology,Skin Infection,therapeutic_class,0.8
extractum cepae-cepalin,DERM,,Dermatology,Dermatitis,therapeutic_class,0.8
extractum cepae-cepalin,DERM,,Dermatology,Fungal Infection,therapeutic_class,0.8
extractum cepae-cepalin,DERM,,Dermatology,Eczema,therapeutic_class,0.8
extractum cepae-cepalin,DERM,,Dermatology,Psoriasis,therapeutic_class,0.8
sulpiride,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Epilepsy,therapeutic_class,0.8
sulpiride,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Anxiety,therapeutic_class,0.8
sulpiride,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Depression,therapeutic_class,0.8
sulpiride,NEURO CNS,Atypical Antipsychotic,Neurology / Psychiatry,Insomnia,therapeutic_class,0.8
